#{"t_start": 1642286527.870901, "env_id": null}
r,l,t 
168.841413,24,165.345265
184.506643,14,165.349265
160.081818,30,165.358265
173.398937,22,165.364264
136.985389,43,165.377266
184.572808,14,165.381264
93.396436,63,165.399273
133.896322,45,165.412266
69.530319,72,165.432265
166.123151,25,165.447233
147.974181,37,165.458232
148.082065,37,165.469232
128.225128,46,165.482232
138.022648,40,165.494232
140.802712,40,165.505232
152.941367,34,165.515232
143.780848,39,165.52727
144.588095,38,165.538263
193.225526,7,165.540264
61.880892,74,165.561263
190.760922,9,165.564265
162.054728,29,165.573233
130.978427,45,165.585232
139.455743,42,165.598232
51.379333,80,165.620263
161.578758,29,166.188247
131.111319,46,166.202247
91.48251,62,166.221247
141.576646,41,166.233247
135.470933,44,166.246247
157.170035,32,166.25625
191.957013,8,166.258247
143.892206,39,166.270247
128.258512,47,166.285247
103.246716,58,166.310247
118.757659,52,166.326249
166.851284,26,166.334249
81.311093,66,166.354249
168.448816,25,166.362247
144.806827,39,166.373247
94.751786,57,166.390256
118.995259,52,166.405256
69.480313,73,166.426255
124.992694,49,166.44028
116.241317,53,166.455285
197.838975,3,166.45628
-30.976604,107,166.486281
142.437501,40,166.498281
156.195396,32,166.507286
143.018185,40,166.518283
190.810618,9,166.52128
194.364162,6,166.523281
59.459008,77,166.544249
129.955677,44,166.559249
30.534333,87,166.585249
52.46003,79,166.61625
137.11107,42,166.628249
39.743187,84,166.652249
163.013993,28,166.660249
106.086117,58,166.677249
60.322552,75,166.699249
148.49978,37,166.709249
132.456882,45,166.723249
90.73506,64,166.742249
189.661003,10,166.745249
131.889627,46,166.758249
170.359945,24,166.765249
155.417259,33,166.776249
176.185571,20,166.781249
112.878505,55,166.797251
143.687053,40,167.384249
135.636219,44,167.397249
84.770185,64,167.416247
182.590442,15,167.420248
155.505645,33,167.431248
177.550456,19,167.438247
166.96301,25,167.447248
120.577112,47,167.461247
138.695047,39,167.472247
94.394473,63,167.500251
171.849694,23,167.50725
139.535653,42,167.520248
74.907346,71,167.546273
133.292453,45,167.559272
173.625424,21,167.566272
181.961303,16,167.571273
81.918999,68,167.59128
132.478579,42,167.603281
160.285649,29,167.61128
143.23242,40,167.62328
136.855408,43,167.63528
152.946066,34,167.64528
150.395655,35,167.654306
31.659281,87,167.678306
129.12305,47,167.692305
184.519746,14,167.696305
116.095138,53,167.710307
148.368236,37,167.721305
143.150594,40,167.732309
-57.16393,115,167.764309
45.847079,81,167.795273
155.266703,33,167.805273
174.473608,21,167.811273
138.941149,42,167.823273
116.375748,53,167.839273
150.229166,36,167.849273
163.593965,28,167.857273
159.859501,30,167.866273
151.792208,34,167.876273
196.676284,4,167.877273
80.137348,69,167.897273
175.213423,20,167.902276
61.751914,76,167.924273
155.897967,33,167.934273
3.055523,96,167.961273
179.076088,18,167.967273
68.024558,73,167.988273
89.677208,65,168.599275
181.940775,16,168.604274
-40.662184,110,168.639276
109.951997,55,168.656276
120.903689,50,168.673274
99.109689,59,168.699272
44.036157,82,168.724275
109.798161,56,168.742274
146.721582,38,168.755273
89.113196,65,168.778273
141.565414,40,168.792273
104.570724,55,168.808273
46.41037,81,168.832273
166.649733,26,168.839273
156.974086,32,168.848273
153.597181,34,168.858273
132.413741,44,168.871273
82.657653,62,168.889273
172.843859,21,168.895273
166.638466,26,168.902783
176.137235,19,168.908291
91.841938,64,168.926291
104.310377,58,168.943293
119.035612,52,168.958293
175.654585,20,168.964293
68.270926,73,168.99301
68.13516,73,169.014009
105.315261,58,169.031007
144.814652,37,169.041007
147.714909,37,169.052007
128.365423,47,169.066007
155.860446,33,169.075007
186.55577,12,169.079007
174.554425,21,169.085007
53.312994,79,169.108006
185.83926,13,169.112007
126.671574,48,169.125007
94.740397,63,169.143007
143.476202,39,169.155009
85.248861,67,169.174008
167.649887,24,169.182009
157.440288,32,169.191008
127.277333,47,169.20401
152.110984,35,169.214007
87.101973,63,169.815046
172.512823,22,169.823048
84.887095,66,169.845038
97.956524,61,169.86604
188.316703,11,169.870038
106.87629,57,169.89605
139.233997,42,169.908038
180.621877,17,169.914038
160.974957,30,169.924038
83.357802,67,169.947038
121.319386,51,169.962038
84.080859,67,169.984038
192.082536,8,169.986038
168.383256,25,169.994046
153.169816,34,170.003046
94.331592,62,170.021049
154.387253,32,170.030046
88.929957,65,170.04807
49.080547,79,170.07008
146.911104,35,170.080081
63.527038,75,170.101043
123.277887,49,170.115082
179.099279,18,170.121084
86.09882,66,170.139041
178.865624,18,170.144077
196.68456,4,170.146071
196.742334,4,170.147079
186.976358,12,170.150075
31.160773,87,170.174072
42.853056,83,170.206039
153.836751,34,170.21704
174.26593,21,170.223039
146.602865,37,170.23404
133.747124,44,170.24704
167.03707,26,170.25404
162.252613,27,170.262547
58.590408,77,170.284054
166.409872,25,170.292056
162.349692,29,170.300056
77.609929,70,170.320056
122.24833,50,170.334056
181.638032,16,170.339056
22.803498,90,170.364057
192.059457,8,170.367057
173.347585,22,170.373057
172.386879,22,170.379057
158.564672,31,170.388057
142.127472,40,170.401057
123.470833,49,170.415057
172.675972,22,170.996054
141.046806,41,171.011054
138.081281,41,171.023062
108.368648,52,171.039052
160.49007,30,171.048052
159.161944,31,171.066053
55.866325,78,171.092052
123.127951,50,171.109055
167.137837,26,171.117052
76.587423,70,171.138052
148.747436,37,171.150053
51.303087,80,171.178052
103.659813,59,171.197061
84.848184,67,171.216061
137.243516,40,171.229061
138.999223,41,171.240061
87.394369,66,171.259086
106.148616,58,171.275093
140.561996,40,171.286087
183.280285,15,171.291086
77.509691,70,171.311086
153.362475,34,171.321087
112.992322,55,171.336098
42.500879,83,171.361057
144.793983,36,171.379054
157.335614,31,171.388054
123.182945,48,171.402054
-46.077029,112,171.434054
31.172928,87,171.459054
101.125256,60,171.476054
-39.535307,110,171.507054
65.121467,73,171.528054
163.961626,28,171.536054
127.601211,48,171.550054
104.909357,58,171.567054
150.811319,35,171.577054
134.611035,41,171.589054
181.299323,16,171.594054
63.552453,75,171.616089
195.611158,5,171.618095
161.832935,29,172.22009
154.712456,33,172.23309
122.761012,48,172.249089
61.91488,76,172.285091
80.893429,68,172.31109
172.833429,22,172.31909
151.110098,34,172.33109
121.702995,49,172.34709
56.001521,78,172.37109
185.728436,13,172.37509
112.540502,51,172.393088
172.099282,22,172.401088
107.202861,57,172.417097
132.877807,45,172.431097
160.987346,28,172.439089
151.700263,33,172.449096
36.980872,85,172.474122
137.428347,43,172.486122
164.241386,28,172.494124
137.475906,42,172.506121
185.975009,13,172.509122
132.612951,44,172.522125
125.290177,49,172.536122
174.973555,21,172.54213
188.40326,11,172.545121
74.028224,71,172.565093
154.116022,33,172.574093
146.233539,38,172.59309
122.773413,50,172.60809
131.493522,43,172.62009
176.018188,20,172.62609
150.04116,36,172.63709
142.42394,40,172.64809
142.85074,40,172.66009
43.509547,82,172.68409
158.066865,30,172.69309
141.44282,40,172.70409
11.91177,93,172.73109
-40.817719,110,172.76209
133.99568,44,172.77509
136.857561,43,172.78709
96.286435,62,172.80609
197.793478,3,172.80709
155.353101,33,172.81609
162.063248,29,172.82509
142.569684,40,172.83709
117.841655,50,172.85109
136.943417,43,173.4461
187.02007,12,173.4511
128.619194,44,173.467102
115.634293,53,173.4921
147.544193,36,173.5021
188.118372,11,173.506104
158.307339,31,173.516104
76.606395,64,173.5361
57.469075,77,173.5591
134.373993,44,173.573113
93.52121,63,173.5951
154.108772,34,173.6071
140.92204,41,173.6201
146.431542,38,173.631101
180.683928,17,173.6361
150.285583,36,173.647104
90.311927,65,173.666103
56.247851,78,173.688105
120.433209,50,173.704104
98.292101,61,173.722102
145.983793,38,173.733104
29.008063,88,173.758102
163.645065,28,173.766102
166.761378,26,173.774102
-4.205473,100,173.810101
165.484501,27,173.818102
135.65074,43,173.831102
117.027514,53,173.846102
134.587357,44,173.859102
96.772272,62,173.877102
59.324301,77,173.899102
134.921703,42,173.911102
125.648283,49,173.925102
183.117729,15,173.929102
146.58358,38,173.940102
196.688844,4,173.942102
174.698807,20,173.947102
160.107158,30,173.956101
163.642953,27,173.964102
161.34323,29,173.972102
172.507788,22,173.979102
169.027881,24,173.986102
74.776443,71,174.006102
155.619271,33,174.015102
136.446152,43,174.028102
145.568708,38,174.040101
169.480196,24,174.047108
70.212765,72,174.656137
135.254885,44,174.679134
65.66913,73,174.700134
109.401894,56,174.717134
95.888448,62,174.735136
134.262885,44,174.748134
128.084991,47,174.762133
95.603398,58,174.782133
143.228319,39,174.795133
172.960475,22,174.802135
46.077081,80,174.826133
177.406248,19,174.831134
135.22706,44,174.845134
146.768151,38,174.857135
180.382913,17,174.863135
180.596058,17,174.868135
198.894336,2,174.868135
148.7277,35,174.879135
188.292868,11,174.882135
94.07392,63,174.901135
158.54602,31,174.910135
116.332471,53,174.925135
129.585226,47,174.939135
183.053517,15,174.943135
179.179948,18,174.949135
109.190003,53,174.964135
173.366368,22,174.970135
79.098446,69,174.998135
83.176032,67,175.018135
171.950604,22,175.024135
169.264831,23,175.031135
118.626056,52,175.046135
148.941539,36,175.056135
188.338763,11,175.059135
159.170513,31,175.069245
60.188868,76,175.091151
130.50568,46,175.104151
128.912654,45,175.117151
179.145084,18,175.122151
53.464387,78,175.145151
75.32118,70,175.165151
89.06201,65,175.184151
113.09185,54,175.199151
158.44663,31,175.208151
145.704091,36,175.219151
153.437227,34,175.229151
188.036612,11,175.233151
159.407397,29,175.241151
126.856449,48,175.255157
95.695651,63,175.274153
116.703746,51,175.874174
113.850349,52,175.892174
116.025317,52,175.909172
99.407355,57,175.92817
93.656906,63,175.949172
125.126078,49,175.96417
142.751166,40,175.97817
58.805555,77,176.002171
40.232859,84,176.029171
90.356509,63,176.04717
1.455191,98,176.076179
103.916524,59,176.094179
177.056977,19,176.099179
178.992497,18,176.104178
90.831099,63,176.122208
164.473441,26,176.130205
155.829233,33,176.139204
163.757281,28,176.147206
197.779067,3,176.148204
138.635802,40,176.159203
99.777869,61,176.184172
89.42355,64,176.203172
76.698076,70,176.223172
177.566889,19,176.229172
180.080878,17,176.234172
141.514913,41,176.246172
176.513795,19,176.251172
181.504931,16,176.256172
136.086648,43,176.268172
63.070884,75,176.290172
25.515533,89,176.315172
140.407324,40,176.326172
60.834043,74,176.348172
188.05296,11,176.351172
147.889717,37,176.361171
106.340161,56,176.377172
112.515121,55,176.394174
185.733856,13,176.398175
64.391994,75,176.421218
166.7591,26,176.428212
113.681145,53,176.443209
195.592972,5,176.445204
117.204974,52,176.461175
158.855367,31,176.478172
133.513798,45,176.491172
149.685954,35,177.10872
46.506584,82,177.133722
121.181871,51,177.149721
165.105046,26,177.157718
133.395274,45,177.170719
157.002377,32,177.180718
64.262591,75,177.204726
53.459501,79,177.230718
99.062092,55,177.248718
96.767655,59,177.267718
23.151027,90,177.296718
86.923536,66,177.317727
86.683993,66,177.336727
189.643009,10,177.339727
168.461072,25,177.347727
95.493953,62,177.36473
119.213385,52,177.379756
-15.065205,102,177.41672
153.03509,33,177.42672
121.047953,51,177.44072
149.106769,37,177.45172
127.796415,46,177.465719
194.408709,6,177.46672
180.315091,17,177.47172
190.948082,9,177.474719
97.446959,56,177.49072
156.93029,32,177.49972
155.822011,33,177.50972
54.449723,79,177.531719
71.697128,72,177.55272
44.520843,81,177.57572
84.552522,67,177.59472
172.196778,22,177.600719
169.528858,24,177.60772
53.373044,79,177.63072
118.055826,52,177.64472
124.13188,49,177.65872
147.916861,37,177.670727
125.259325,49,177.684726
121.163312,49,177.70672
142.250038,39,177.71872
82.339718,69,178.316719
87.386909,60,178.33572
27.642737,88,178.36772
164.030667,27,178.376718
142.85761,40,178.388718
191.999959,8,178.390718
156.898616,32,178.400718
163.513452,28,178.408718
61.618488,76,178.430722
142.617947,40,178.444295
-23.051617,105,178.481738
110.415166,55,178.498738
136.013192,43,178.511746
2.731717,96,178.539747
136.921727,43,178.551741
154.949248,33,178.561743
64.352076,75,178.583742
139.70411,39,178.60274
136.689627,43,178.61574
73.657376,71,178.63574
157.544872,32,178.64474
138.334073,41,178.656739
135.004491,41,178.66874
179.340729,17,178.67374
43.739902,83,178.69774
93.63075,61,178.715739
183.00866,15,178.719739
184.28245,14,178.72374
151.853578,35,178.733739
186.850257,12,178.737739
189.457674,10,178.74074
152.184661,35,178.75074
141.261391,41,178.76374
67.099241,74,178.784739
116.089526,53,178.80074
122.322085,50,178.814739
113.829353,52,178.830739
60.615323,73,178.85174
131.125618,46,178.864739
46.855616,81,178.896739
112.770324,54,178.91274
160.678981,30,178.92174
155.62435,33,178.93074
120.41231,51,179.51974
173.230674,22,179.52774
165.825336,27,179.535738
133.183222,45,179.549738
163.700575,28,179.557739
97.295557,61,179.575739
81.51503,68,179.595741
159.378831,30,179.606253
176.340486,20,179.613766
105.336081,56,179.631766
125.431995,49,179.645783
140.463487,42,179.660764
169.320824,24,179.668764
71.211789,72,179.692764
